,Classification
245094,Normal
245095,Normal
245096,Normal
245097,Normal
245098,Normal
245099,Normal
245100,Normal
245101,Normal
245102,Normal
245103,Normal
245104,Normal
245105,Normal
245106,Normal
245107,Normal
245108,Normal
245109,Normal
245110,Normal
245111,Normal
245112,Normal
245113,Normal
245114,Normal
245115,Normal
245116,Normal
245117,Normal
245118,Normal
245119,Normal
245120,Normal
245121,Normal
245122,Normal
245123,Normal
245124,Normal
245125,Normal
245126,Normal
245127,Normal
245128,Normal
245129,Normal
245130,Normal
245131,Normal
245132,Normal
245133,Normal
245134,Normal
245135,Normal
245136,Normal
245137,Normal
245138,Normal
245139,Normal
245140,Normal
245141,Normal
245142,Normal
245143,Normal
245144,Normal
245145,Normal
245146,Normal
245147,Normal
245148,Normal
245149,Normal
245150,Normal
245151,Normal
245152,Normal
245153,Normal
245154,Normal
245155,Normal
245156,Normal
245157,Normal
245158,Normal
245159,Normal
245160,Normal
245161,Normal
245162,Normal
245163,Normal
245164,Normal
245165,Normal
245166,Fraud
245167,Normal
245168,Normal
245169,Normal
245170,Normal
245171,Normal
245172,Normal
245173,Normal
245174,Normal
245175,Normal
245176,Normal
245177,Normal
245178,Normal
245179,Normal
245180,Normal
245181,Normal
245182,Normal
245183,Normal
245184,Normal
245185,Normal
245186,Normal
245187,Normal
245188,Normal
245189,Fraud
245190,Normal
245191,Normal
245192,Normal
245193,Normal
245194,Normal
245195,Normal
245196,Normal
245197,Normal
245198,Fraud
245199,Normal
245200,Normal
245201,Normal
245202,Normal
245203,Normal
245204,Fraud
245205,Normal
245206,Normal
245207,Normal
245208,Normal
245209,Normal
245210,Normal
245211,Normal
245212,Normal
245213,Normal
245214,Normal
245215,Normal
245216,Normal
245217,Normal
245218,Normal
245219,Normal
245220,Normal
245221,Normal
245222,Normal
245223,Normal
245224,Normal
245225,Normal
245226,Normal
245227,Normal
245228,Normal
245229,Normal
245230,Normal
245231,Normal
245232,Normal
245233,Normal
245234,Normal
245235,Normal
245236,Normal
245237,Normal
245238,Normal
245239,Normal
245240,Normal
245241,Normal
245242,Normal
245243,Normal
245244,Normal
245245,Normal
245246,Normal
245247,Normal
245248,Normal
245249,Normal
245250,Normal
245251,Normal
245252,Normal
245253,Normal
245254,Fraud
245255,Fraud
245256,Normal
245257,Normal
245258,Normal
245259,Normal
245260,Normal
245261,Normal
245262,Normal
245263,Normal
245264,Normal
245265,Normal
245266,Normal
245267,Normal
245268,Normal
245269,Normal
245270,Normal
245271,Normal
245272,Normal
245273,Normal
245274,Normal
245275,Normal
245276,Normal
245277,Normal
245278,Normal
245279,Normal
245280,Normal
245281,Normal
245282,Normal
245283,Normal
245284,Normal
245285,Normal
245286,Normal
245287,Normal
245288,Normal
245289,Normal
245290,Normal
245291,Normal
245292,Normal
245293,Normal
245294,Normal
245295,Normal
245296,Normal
245297,Normal
245298,Normal
245299,Normal
245300,Normal
245301,Normal
245302,Normal
245303,Normal
245304,Normal
245305,Normal
245306,Normal
245307,Normal
245308,Normal
245309,Normal
245310,Normal
245311,Normal
245312,Normal
245313,Normal
245314,Normal
245315,Normal
245316,Normal
245317,Normal
245318,Normal
245319,Normal
245320,Normal
245321,Normal
245322,Normal
245323,Normal
245324,Normal
245325,Normal
245326,Normal
245327,Normal
245328,Normal
245329,Normal
245330,Normal
245331,Normal
245332,Normal
245333,Normal
245334,Normal
245335,Normal
245336,Normal
245337,Normal
245338,Normal
245339,Normal
245340,Normal
245341,Normal
245342,Normal
245343,Normal
245344,Normal
245345,Normal
245346,Normal
245347,Normal
245348,Fraud
245349,Normal
245350,Normal
245351,Normal
245352,Normal
245353,Normal
245354,Normal
245355,Normal
245356,Normal
245357,Normal
245358,Normal
245359,Normal
245360,Normal
245361,Normal
245362,Normal
245363,Normal
245364,Normal
245365,Normal
245366,Normal
245367,Normal
245368,Normal
245369,Normal
245370,Normal
245371,Normal
245372,Normal
245373,Normal
245374,Normal
245375,Normal
245376,Normal
245377,Normal
245378,Normal
245379,Normal
245380,Normal
245381,Normal
245382,Normal
245383,Normal
245384,Normal
245385,Normal
245386,Normal
245387,Normal
245388,Normal
245389,Normal
245390,Normal
245391,Normal
245392,Normal
245393,Normal
245394,Normal
245395,Normal
245396,Normal
245397,Normal
245398,Normal
245399,Normal
245400,Normal
245401,Normal
245402,Normal
245403,Normal
245404,Normal
245405,Normal
245406,Normal
245407,Normal
245408,Normal
245409,Normal
245410,Normal
245411,Normal
245412,Normal
245413,Normal
245414,Normal
245415,Normal
245416,Normal
245417,Normal
245418,Fraud
245419,Normal
245420,Normal
245421,Normal
245422,Normal
245423,Normal
245424,Normal
245425,Normal
245426,Normal
245427,Normal
245428,Normal
245429,Normal
245430,Normal
245431,Normal
245432,Normal
245433,Normal
245434,Normal
245435,Normal
245436,Normal
245437,Normal
245438,Normal
245439,Normal
245440,Normal
245441,Normal
245442,Normal
245443,Normal
245444,Normal
245445,Normal
245446,Normal
245447,Normal
245448,Normal
245449,Normal
245450,Normal
245451,Normal
245452,Normal
245453,Normal
245454,Normal
245455,Normal
245456,Normal
245457,Normal
245458,Normal
245459,Normal
245460,Normal
245461,Normal
245462,Normal
245463,Normal
245464,Normal
245465,Normal
245466,Normal
245467,Normal
245468,Fraud
245469,Normal
245470,Normal
245471,Normal
245472,Normal
245473,Normal
245474,Normal
245475,Normal
245476,Normal
245477,Normal
245478,Normal
245479,Normal
245480,Normal
245481,Normal
245482,Normal
245483,Normal
245484,Normal
245485,Normal
245486,Normal
245487,Normal
245488,Normal
245489,Normal
245490,Normal
245491,Normal
245492,Normal
245493,Normal
245494,Normal
245495,Normal
245496,Normal
245497,Normal
245498,Normal
245499,Normal
245500,Normal
245501,Normal
245502,Normal
245503,Normal
245504,Normal
245505,Normal
245506,Normal
245507,Normal
245508,Normal
245509,Normal
245510,Normal
245511,Normal
245512,Normal
245513,Normal
245514,Normal
245515,Normal
245516,Normal
245517,Normal
245518,Normal
245519,Normal
245520,Normal
245521,Normal
245522,Fraud
245523,Normal
245524,Normal
245525,Normal
245526,Normal
245527,Normal
245528,Normal
245529,Normal
245530,Normal
245531,Normal
245532,Normal
245533,Normal
245534,Normal
245535,Normal
245536,Normal
245537,Normal
245538,Normal
245539,Normal
245540,Normal
245541,Normal
245542,Normal
245543,Normal
245544,Normal
245545,Normal
245546,Normal
245547,Normal
245548,Normal
245549,Normal
245550,Normal
245551,Normal
245552,Normal
245553,Normal
245554,Normal
245555,Normal
245556,Normal
245557,Normal
245558,Normal
245559,Normal
245560,Normal
245561,Normal
245562,Normal
245563,Normal
245564,Normal
245565,Normal
245566,Normal
245567,Normal
245568,Normal
245569,Normal
245570,Normal
245571,Normal
245572,Normal
245573,Normal
245574,Normal
245575,Normal
245576,Normal
245577,Normal
245578,Normal
245579,Normal
245580,Normal
245581,Normal
245582,Normal
245583,Normal
245584,Normal
245585,Normal
245586,Normal
245587,Normal
245588,Normal
245589,Normal
245590,Normal
245591,Normal
245592,Normal
245593,Normal
245594,Normal
245595,Normal
245596,Normal
245597,Normal
245598,Normal
245599,Normal
245600,Normal
245601,Normal
245602,Normal
245603,Normal
245604,Normal
245605,Normal
245606,Normal
245607,Normal
245608,Normal
245609,Normal
245610,Normal
245611,Fraud
245612,Normal
245613,Normal
245614,Normal
245615,Normal
245616,Normal
245617,Normal
245618,Normal
245619,Normal
245620,Normal
245621,Normal
245622,Normal
245623,Normal
245624,Normal
245625,Normal
245626,Normal
245627,Normal
245628,Normal
245629,Normal
245630,Normal
245631,Normal
245632,Normal
245633,Normal
245634,Normal
245635,Normal
245636,Normal
245637,Normal
245638,Normal
245639,Normal
245640,Normal
245641,Normal
245642,Normal
245643,Normal
245644,Normal
245645,Normal
245646,Normal
245647,Normal
245648,Normal
245649,Normal
245650,Normal
245651,Normal
245652,Normal
245653,Normal
245654,Normal
245655,Normal
245656,Normal
245657,Normal
245658,Normal
245659,Normal
245660,Normal
245661,Normal
245662,Normal
245663,Normal
245664,Normal
245665,Normal
245666,Normal
245667,Normal
245668,Normal
245669,Normal
245670,Normal
245671,Normal
245672,Normal
245673,Normal
245674,Normal
245675,Normal
245676,Normal
245677,Normal
245678,Normal
245679,Normal
245680,Normal
245681,Normal
245682,Fraud
245683,Normal
245684,Normal
245685,Normal
245686,Normal
245687,Normal
245688,Normal
245689,Normal
245690,Normal
245691,Normal
245692,Normal
245693,Normal
245694,Normal
245695,Normal
245696,Normal
245697,Fraud
245698,Normal
245699,Normal
245700,Normal
245701,Normal
245702,Normal
245703,Normal
245704,Normal
245705,Normal
245706,Normal
245707,Normal
245708,Normal
245709,Normal
245710,Normal
245711,Normal
245712,Normal
245713,Normal
245714,Normal
245715,Normal
245716,Normal
245717,Normal
245718,Normal
245719,Normal
245720,Normal
245721,Normal
245722,Normal
245723,Normal
245724,Normal
245725,Normal
245726,Normal
245727,Normal
245728,Normal
245729,Normal
245730,Normal
245731,Normal
245732,Normal
245733,Normal
245734,Normal
245735,Normal
245736,Normal
245737,Normal
245738,Normal
245739,Normal
245740,Normal
245741,Normal
245742,Normal
245743,Normal
245744,Normal
245745,Normal
245746,Normal
245747,Normal
245748,Normal
245749,Normal
245750,Normal
245751,Normal
245752,Normal
245753,Normal
245754,Normal
245755,Normal
245756,Normal
245757,Normal
245758,Normal
245759,Normal
245760,Normal
245761,Normal
245762,Normal
245763,Normal
245764,Normal
245765,Normal
245766,Normal
245767,Normal
245768,Normal
245769,Normal
245770,Fraud
245771,Normal
245772,Normal
245773,Normal
245774,Normal
245775,Fraud
245776,Normal
245777,Normal
245778,Normal
245779,Normal
245780,Normal
245781,Normal
245782,Normal
245783,Normal
245784,Normal
245785,Normal
245786,Normal
245787,Normal
245788,Normal
245789,Normal
245790,Normal
245791,Normal
245792,Normal
245793,Normal
245794,Normal
245795,Normal
245796,Normal
245797,Normal
245798,Normal
245799,Normal
245800,Normal
245801,Normal
245802,Normal
245803,Normal
245804,Normal
245805,Normal
245806,Normal
245807,Normal
245808,Normal
245809,Normal
245810,Normal
245811,Normal
245812,Normal
245813,Normal
245814,Normal
245815,Normal
245816,Normal
245817,Normal
245818,Normal
245819,Normal
245820,Normal
245821,Normal
245822,Normal
245823,Normal
245824,Normal
245825,Normal
245826,Normal
245827,Normal
245828,Normal
245829,Normal
245830,Normal
245831,Normal
245832,Normal
245833,Normal
245834,Normal
245835,Normal
245836,Normal
245837,Normal
245838,Normal
245839,Normal
245840,Normal
245841,Normal
245842,Normal
245843,Normal
245844,Normal
245845,Normal
245846,Normal
245847,Normal
245848,Normal
245849,Normal
245850,Normal
245851,Normal
245852,Normal
245853,Normal
245854,Normal
245855,Normal
245856,Normal
245857,Normal
245858,Normal
245859,Normal
245860,Normal
245861,Normal
245862,Normal
245863,Normal
245864,Normal
245865,Normal
245866,Normal
245867,Normal
245868,Normal
245869,Normal
245870,Normal
245871,Normal
245872,Normal
245873,Normal
245874,Normal
245875,Normal
245876,Normal
245877,Normal
245878,Normal
245879,Normal
245880,Normal
245881,Normal
245882,Normal
245883,Normal
245884,Normal
245885,Normal
245886,Normal
245887,Normal
245888,Normal
245889,Normal
245890,Normal
245891,Normal
245892,Normal
245893,Normal
245894,Normal
245895,Normal
245896,Normal
245897,Normal
245898,Normal
245899,Normal
245900,Normal
245901,Normal
245902,Normal
245903,Normal
245904,Normal
245905,Normal
245906,Normal
245907,Normal
245908,Normal
245909,Normal
245910,Normal
245911,Normal
245912,Normal
245913,Normal
245914,Normal
245915,Normal
245916,Normal
245917,Normal
245918,Normal
245919,Normal
245920,Normal
245921,Normal
245922,Normal
245923,Normal
245924,Normal
245925,Normal
245926,Normal
245927,Normal
245928,Normal
245929,Normal
245930,Normal
245931,Normal
245932,Normal
245933,Normal
245934,Normal
245935,Normal
245936,Normal
245937,Normal
245938,Normal
245939,Normal
245940,Normal
245941,Normal
245942,Normal
245943,Normal
245944,Normal
245945,Normal
245946,Normal
245947,Normal
245948,Normal
245949,Normal
245950,Normal
245951,Normal
245952,Normal
245953,Normal
245954,Normal
245955,Normal
245956,Normal
245957,Normal
245958,Normal
245959,Normal
245960,Normal
245961,Normal
245962,Normal
245963,Normal
245964,Normal
245965,Normal
245966,Normal
245967,Normal
245968,Normal
245969,Normal
245970,Normal
245971,Normal
245972,Normal
245973,Normal
245974,Normal
245975,Normal
245976,Normal
245977,Normal
245978,Normal
245979,Normal
245980,Normal
245981,Normal
245982,Normal
245983,Normal
245984,Normal
245985,Normal
245986,Normal
245987,Normal
245988,Normal
245989,Normal
245990,Normal
245991,Normal
245992,Normal
245993,Normal
245994,Normal
245995,Normal
245996,Normal
245997,Normal
245998,Normal
245999,Normal
246000,Normal
246001,Normal
246002,Normal
246003,Normal
246004,Normal
246005,Normal
246006,Normal
246007,Normal
246008,Normal
246009,Normal
246010,Normal
246011,Normal
246012,Normal
246013,Normal
246014,Normal
246015,Normal
246016,Normal
246017,Normal
246018,Normal
246019,Normal
246020,Normal
246021,Normal
246022,Normal
246023,Normal
246024,Normal
246025,Normal
246026,Normal
246027,Normal
246028,Normal
246029,Normal
246030,Normal
246031,Normal
246032,Normal
246033,Normal
246034,Normal
246035,Normal
246036,Normal
246037,Normal
246038,Normal
246039,Normal
246040,Normal
246041,Normal
246042,Normal
246043,Normal
246044,Normal
246045,Normal
246046,Normal
246047,Normal
246048,Normal
246049,Normal
246050,Normal
246051,Normal
246052,Normal
246053,Normal
246054,Normal
246055,Normal
246056,Fraud
246057,Normal
246058,Normal
246059,Normal
246060,Normal
246061,Normal
246062,Normal
246063,Normal
246064,Normal
246065,Normal
246066,Normal
246067,Normal
246068,Normal
246069,Normal
246070,Normal
246071,Normal
246072,Normal
246073,Normal
246074,Normal
246075,Normal
246076,Normal
246077,Normal
246078,Normal
246079,Normal
246080,Normal
246081,Normal
246082,Normal
246083,Normal
246084,Normal
246085,Normal
246086,Normal
246087,Normal
246088,Normal
246089,Normal
246090,Normal
246091,Normal
246092,Normal
246093,Normal
246094,Normal
246095,Normal
246096,Normal
246097,Normal
246098,Normal
246099,Normal
246100,Normal
246101,Normal
246102,Normal
246103,Normal
246104,Normal
246105,Normal
246106,Normal
246107,Normal
246108,Normal
246109,Normal
246110,Normal
246111,Normal
246112,Normal
246113,Normal
246114,Normal
246115,Normal
246116,Normal
246117,Normal
246118,Normal
246119,Normal
246120,Normal
246121,Normal
246122,Normal
246123,Normal
246124,Normal
246125,Normal
246126,Normal
246127,Normal
246128,Normal
246129,Normal
246130,Normal
246131,Normal
246132,Normal
246133,Normal
246134,Normal
246135,Normal
246136,Normal
246137,Normal
246138,Normal
246139,Normal
246140,Normal
246141,Normal
246142,Normal
246143,Normal
246144,Normal
246145,Normal
246146,Normal
246147,Normal
246148,Normal
246149,Normal
246150,Normal
246151,Normal
246152,Normal
246153,Normal
246154,Normal
246155,Normal
246156,Normal
246157,Normal
246158,Normal
246159,Normal
246160,Normal
246161,Normal
246162,Normal
246163,Normal
246164,Normal
246165,Normal
246166,Normal
246167,Normal
246168,Normal
246169,Normal
246170,Normal
246171,Normal
246172,Normal
246173,Normal
246174,Normal
246175,Normal
246176,Normal
246177,Normal
246178,Normal
246179,Normal
246180,Normal
246181,Normal
246182,Normal
246183,Normal
246184,Normal
246185,Normal
246186,Normal
246187,Normal
246188,Normal
246189,Normal
246190,Normal
246191,Normal
246192,Normal
246193,Normal
246194,Normal
246195,Normal
246196,Normal
246197,Normal
246198,Normal
246199,Normal
246200,Normal
246201,Normal
246202,Normal
246203,Normal
246204,Normal
246205,Normal
246206,Normal
246207,Normal
246208,Normal
246209,Normal
246210,Normal
246211,Normal
246212,Normal
246213,Normal
246214,Normal
246215,Normal
246216,Normal
246217,Normal
246218,Normal
246219,Normal
246220,Normal
246221,Normal
246222,Normal
246223,Normal
246224,Normal
246225,Normal
246226,Normal
246227,Normal
246228,Normal
246229,Normal
246230,Normal
246231,Normal
246232,Normal
246233,Normal
246234,Normal
246235,Normal
246236,Normal
246237,Normal
246238,Normal
246239,Normal
246240,Normal
246241,Normal
246242,Normal
246243,Normal
246244,Normal
246245,Normal
246246,Normal
246247,Normal
246248,Normal
246249,Normal
246250,Normal
246251,Normal
246252,Normal
246253,Normal
246254,Normal
246255,Normal
246256,Normal
246257,Normal
246258,Normal
246259,Normal
246260,Fraud
246261,Normal
246262,Normal
246263,Normal
246264,Normal
246265,Normal
246266,Normal
246267,Normal
246268,Normal
246269,Normal
246270,Normal
246271,Normal
246272,Normal
246273,Fraud
246274,Normal
246275,Fraud
246276,Normal
246277,Normal
246278,Normal
246279,Normal
246280,Normal
246281,Normal
246282,Normal
246283,Normal
246284,Normal
246285,Normal
246286,Normal
246287,Normal
246288,Normal
246289,Normal
246290,Normal
246291,Normal
246292,Normal
246293,Normal
246294,Normal
246295,Normal
246296,Normal
246297,Normal
246298,Normal
246299,Normal
246300,Normal
246301,Normal
246302,Normal
246303,Normal
246304,Normal
246305,Normal
246306,Normal
246307,Fraud
246308,Normal
246309,Normal
246310,Normal
246311,Normal
246312,Normal
246313,Normal
246314,Normal
246315,Normal
246316,Normal
246317,Normal
246318,Normal
246319,Normal
